Date,State,District,Market,Commodity,Variety,Min_Price,Max_Price,Modal_Price,Arrival_Qty_qtl,Rainfall_mm
2024-11-03,Madhya Pradesh,Indore,Indore Mandi,Garlic,Desi,5378,7464,6396,56,24.3
2024-11-10,Madhya Pradesh,Indore,Indore Mandi,Garlic,Hybrid,4679,6566,5488,74,27.5
2024-11-17,Madhya Pradesh,Indore,Indore Mandi,Garlic,Hybrid,4123,6221,4886,43,26.6
2024-11-23,Madhya Pradesh,Indore,Indore Mandi,Garlic,Desi,4146,6377,5056,49,28.2
2024-11-30,Madhya Pradesh,Indore,Indore Mandi,Garlic,Desi,4372,6177,5168,100,18.7
2024-12-07,Madhya Pradesh,Indore,Indore Mandi,Garlic,Desi,3053,4460,3803,82,7.9
2024-12-12,Madhya Pradesh,Indore,Indore Mandi,Garlic,Hybrid,3054,4767,3846,55,1.0
2024-12-17,Madhya Pradesh,Indore,Indore Mandi,Garlic,Desi,3537,4756,4194,248,7.8
2024-12-26,Madhya Pradesh,Indore,Indore Mandi,Garlic,Desi,5020,6597,6104,122,0.7
2024-12-31,Madhya Pradesh,Indore,Indore Mandi,Garlic,Desi,3193,4073,3759,131,2.3
2020-01-01,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,2955,4109,3324,316,7.4
2020-01-06,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,3502,4780,3822,342,9.1
2020-01-14,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,2918,3879,3403,374,0.5
2020-01-21,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,3159,4280,3902,144,9.5
2020-01-28,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,4000,5515,4561,328,3.2
2020-02-06,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,3431,4791,3915,53,4.0
2020-02-14,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,3207,4207,3646,58,2.2
2020-02-19,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,3078,3942,3393,215,3.6
2020-02-26,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,4046,5558,4754,82,9.2
2020-03-03,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,2546,3626,2969,467,8.3
2020-03-11,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,2381,3539,2874,861,6.5
2020-03-20,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,2421,3327,2850,425,1.0
2020-03-28,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,2697,3638,3140,979,3.4
2020-04-05,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,2089,2753,2435,287,5.4
2020-04-10,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,1898,2826,2265,153,7.2
2020-04-15,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,2591,3334,2943,408,0.3
2020-04-21,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,2139,3030,2577,945,7.4
2020-04-30,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,2219,2998,2746,349,9.4
2020-05-05,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,4233,5580,4697,301,8.7
2020-05-11,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,2344,3584,2854,309,0.2
2020-05-19,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,4389,5635,4973,240,3.9
2020-05-25,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,3663,5505,4395,200,5.4
2020-06-03,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,3182,4512,4057,337,21.5
2020-06-11,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,3501,4990,4367,464,66.9
2020-06-17,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,3063,4525,3857,109,50.0
2020-06-26,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,3636,4817,4309,57,92.5
2020-07-03,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,2789,3885,3552,436,13.9
2020-07-10,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,3839,5915,4623,254,47.3
2020-07-19,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,4294,5525,4828,123,88.6
2020-07-25,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,3433,4682,3834,195,94.7
2020-08-02,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,4234,5331,4839,174,96.4
2020-08-09,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,5321,8175,6470,107,82.3
2020-08-16,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,5256,6952,5884,21,25.9
2020-08-25,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,5860,8822,7036,199,6.5
2020-09-03,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,5646,7373,6185,133,5.0
2020-09-12,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,3731,5199,4425,495,102.5
2020-09-18,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,6173,8883,7848,44,67.7
2020-09-23,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,5864,8650,7015,107,99.6
2020-09-30,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,4172,6284,4916,120,40.6
2020-10-05,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,5446,7489,6735,174,5.1
2020-10-10,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,4597,6338,5327,161,19.1
2020-10-16,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,5394,7709,6623,44,8.6
2020-10-21,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,4967,7128,5954,173,7.4
2020-10-27,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,5534,7340,6076,150,26.2
2020-11-05,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,3621,5191,4482,195,14.7
2020-11-14,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,3603,4701,4003,94,1.7
2020-11-23,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,2790,3961,3418,63,1.6
2020-11-30,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,3668,4892,4461,440,1.0
2020-12-05,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,2846,3467,3163,110,2.4
2020-12-11,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,2580,3704,3032,995,4.9
2020-12-17,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,3248,5184,4122,497,0.4
2020-12-26,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,4193,5477,4636,447,10.0
2021-01-04,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,3472,4892,4026,110,7.8
2021-01-12,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,4197,5697,4563,458,0.6
2021-01-21,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,5206,8116,6375,150,4.1
2021-01-26,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,3412,5185,4284,76,0.7
2021-01-31,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,3106,4875,3820,468,8.8
2021-02-08,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,3096,4700,3700,99,7.0
2021-02-13,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,3757,4847,4472,204,9.6
2021-02-18,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,3120,4993,3908,297,9.4
2021-02-25,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,3776,6022,4727,72,6.4
2021-03-05,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,1920,2678,2242,424,5.4
2021-03-12,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,2402,3557,2877,658,4.4
2021-03-19,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,2645,3543,3134,1069,8.7
2021-03-25,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,3009,3887,3349,153,9.1
2021-03-30,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,2666,3455,3198,812,6.1
2021-04-07,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,2081,3226,2542,753,6.6
2021-04-16,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,2065,3169,2646,275,1.2
2021-04-22,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,2625,3387,3019,579,6.4
2021-04-28,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,2325,3525,2766,488,3.6
2021-05-07,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,3258,4137,3575,395,4.4
2021-05-13,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,3453,4602,3831,326,0.6
2021-05-22,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,3432,4347,3928,317,0.7
2021-05-31,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,3706,5023,4573,217,7.4
2021-06-07,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,2572,3853,3177,229,18.5
2021-06-12,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,4351,5855,4931,265,72.5
2021-06-19,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,3868,5965,4921,129,29.1
2021-06-25,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,3923,5661,4502,148,21.2
2021-07-02,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,4294,5819,5330,145,79.9
2021-07-07,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,3523,4698,3926,404,81.2
2021-07-12,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,4439,6761,5608,104,112.2
2021-07-20,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,3783,4663,4283,161,64.0
2021-07-27,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,4063,5395,4682,294,107.2
2021-08-01,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,5527,8516,7079,89,36.8
2021-08-09,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,5588,6957,6302,205,87.6
2021-08-15,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,5772,7872,6910,164,119.8
2021-08-24,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,6566,9282,7498,298,17.7
2021-08-31,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,5830,7865,7109,148,62.7
2021-09-08,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,8087,10421,8891,82,92.0
2021-09-14,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,4971,7579,6035,38,24.2
2021-09-19,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,6191,8746,7046,143,17.2
2021-09-28,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,6772,10615,8471,164,118.7
2021-10-03,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,3646,5299,4262,408,18.1
2021-10-08,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,6119,8232,6859,261,10.3
2021-10-15,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,7543,9759,8559,80,19.3
2021-10-20,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,4856,6398,5438,83,21.7
2021-10-27,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,6915,9797,8599,148,18.2
2021-11-04,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,4305,5631,5169,132,2.5
2021-11-11,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,4642,5743,5247,76,10.4
2021-11-17,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,3428,4569,4146,472,21.3
2021-11-25,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,4143,5366,4772,191,9.1
2021-12-03,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,4323,5492,4780,346,5.1
2021-12-12,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,3703,4666,4134,119,6.4
2021-12-18,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,2968,4109,3246,230,0.9
2021-12-24,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,2972,4305,3641,383,7.1
2021-12-30,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,3713,4951,4175,138,9.1
2022-01-06,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,3845,5262,4589,344,5.6
2022-01-12,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,4593,6309,5279,181,3.7
2022-01-18,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,4138,5591,4844,113,7.7
2022-01-26,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,2750,3658,3133,793,5.4
2022-02-04,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,3560,4892,3952,61,1.3
2022-02-13,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,4171,5647,5065,172,2.3
2022-02-20,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,3270,5128,4179,177,0.6
2022-03-01,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,2765,3416,3073,563,1.4
2022-03-10,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,2372,3243,2974,546,5.2
2022-03-15,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,2779,3608,3071,760,0.9
2022-03-24,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,2060,3006,2573,297,3.7
2022-04-01,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,2825,3976,3338,180,7.5
2022-04-10,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,2654,3347,2999,417,6.0
2022-04-18,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,2060,2886,2317,446,4.3
2022-04-27,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,2749,3638,3099,531,8.6
2022-05-06,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,3454,4544,3916,72,2.6
2022-05-15,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,2877,4448,3585,318,4.0
2022-05-21,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,3173,4782,3982,197,9.3
2022-05-29,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,3257,4496,3873,244,4.6
2022-06-07,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,4720,6893,5567,98,43.6
2022-06-14,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,4117,5376,4775,187,28.0
2022-06-23,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,4512,6115,5557,224,32.3
2022-06-29,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,4309,5654,4891,204,67.5
2022-07-08,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,3934,5445,4947,72,113.7
2022-07-17,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,4352,6306,5196,99,106.7
2022-07-24,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,3384,4568,3761,364,57.5
2022-08-02,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,2420,3802,2972,584,111.6
2022-08-11,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,6831,8476,7439,159,102.2
2022-08-16,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,4721,7447,5850,251,73.5
2022-08-22,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,6521,8929,7802,115,63.7
2022-08-31,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,7705,9622,8505,136,89.8
2022-09-05,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,7870,10018,9227,277,99.4
2022-09-12,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,5972,7938,6581,155,94.5
2022-09-17,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,5965,8868,7113,174,7.3
2022-09-25,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,7051,9822,9040,41,106.4
2022-09-30,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,6513,8702,7146,46,18.6
2022-10-08,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,5465,8003,6369,256,1.2
2022-10-15,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,6045,8719,7221,101,8.4
2022-10-22,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,4660,6198,5704,158,8.8
2022-10-29,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,6158,8602,7874,91,25.1
2022-11-03,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,3011,4485,3688,177,10.3
2022-11-09,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,4555,5921,5010,306,20.7
2022-11-14,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,3944,5167,4394,209,2.6
2022-11-22,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,3970,5544,4842,170,20.4
2022-11-30,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,2896,4245,3450,343,20.8
2022-12-05,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,3236,4670,3923,137,6.7
2022-12-14,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,4226,6607,5357,135,3.7
2022-12-19,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,3903,5527,4720,56,2.8
2022-12-24,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,3562,4971,4417,221,5.9
2022-12-29,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,3288,4484,3852,89,2.3
2023-01-07,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,3273,4266,3885,64,1.0
2023-01-16,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,4846,6356,5508,143,1.7
2023-01-23,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,4312,5390,4781,57,6.1
2023-01-28,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,4341,6269,5204,186,3.2
2023-02-04,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,3443,4594,3747,347,3.2
2023-02-13,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,2616,3769,3287,206,8.6
2023-02-19,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,4983,7039,5858,199,4.8
2023-02-24,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,5027,6236,5540,229,5.9
2023-03-03,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,4655,5654,5068,96,5.5
2023-03-10,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,2312,3411,2834,450,3.4
2023-03-17,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,3196,3943,3549,381,7.3
2023-03-26,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,1903,2727,2238,514,4.9
2023-04-01,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,2743,4043,3428,126,5.6
2023-04-08,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,2917,4004,3421,318,8.8
2023-04-17,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,1610,2544,2040,245,1.1
2023-04-26,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,2665,3728,3094,381,5.0
2023-05-03,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,3329,4416,3926,452,2.5
2023-05-09,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,3573,4766,4038,380,8.0
2023-05-14,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,4238,5996,5194,119,4.6
2023-05-23,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,4383,6425,5273,86,1.2
2023-05-30,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,3431,5145,4341,275,7.5
2023-06-04,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,3872,4825,4274,387,20.4
2023-06-11,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,4681,6744,5822,47,40.2
2023-06-20,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,5109,7496,6087,40,9.8
2023-06-29,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,3815,5254,4346,425,67.6
2023-07-06,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,5435,8186,6431,85,59.0
2023-07-15,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,4431,6384,5165,39,82.6
2023-07-23,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,3864,5469,4605,308,91.4
2023-07-30,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,3930,4984,4542,149,27.7
2023-08-05,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,5075,7569,6197,31,23.4
2023-08-12,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,5997,7929,6854,101,94.7
2023-08-19,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,5609,6961,6118,346,116.0
2023-08-24,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,4137,5767,5300,142,103.2
2023-08-31,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,5589,7445,6878,92,80.0
2023-09-07,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,7965,10852,9924,80,102.6
2023-09-16,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,6794,8385,7517,201,8.7
2023-09-21,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,5876,7577,6746,182,24.6
2023-09-27,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,5534,8038,6572,220,42.8
2023-10-03,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,5224,7267,5997,311,24.4
2023-10-11,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,4478,6482,5315,82,20.1
2023-10-19,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,6885,10248,8476,208,4.7
2023-10-25,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,6519,8649,7566,47,12.9
2023-11-01,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,4182,5821,5291,60,4.2
2023-11-08,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,6390,8024,7063,148,9.2
2023-11-15,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,3202,4384,3673,168,7.6
2023-11-22,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,3178,4438,3659,324,10.9
2023-11-27,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,3189,4522,3579,280,20.7
2023-12-02,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,4764,7217,5677,92,8.4
2023-12-09,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,3947,5300,4302,337,0.2
2023-12-15,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,2855,4178,3553,429,7.0
2023-12-24,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,2964,4306,3592,404,8.2
2023-12-30,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,4319,5422,4874,51,6.1
2024-01-04,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,3701,5070,4226,478,4.3
2024-01-09,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,3689,5492,4328,267,8.7
2024-01-15,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,3424,4643,3898,331,8.3
2024-01-23,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,4213,6193,5300,36,4.0
2024-01-29,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,3799,4901,4266,392,3.4
2024-02-07,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,3411,4872,4184,170,0.5
2024-02-14,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,4045,5692,5183,209,9.6
2024-02-21,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,3225,5052,4105,95,3.7
2024-02-27,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,3828,5896,4804,25,9.1
2024-03-07,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,3069,4457,3548,490,6.0
2024-03-16,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,1975,3128,2524,573,5.8
2024-03-23,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,2902,3896,3239,63,1.1
2024-03-29,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,3771,4760,4326,389,2.0
2024-04-05,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,3241,4514,3566,499,0.7
2024-04-12,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,2396,3053,2790,113,7.1
2024-04-20,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,2597,3586,2957,774,1.2
2024-04-28,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,2879,3726,3197,307,7.9
2024-05-04,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,3049,4684,3683,234,2.7
2024-05-10,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,4217,5179,4768,478,6.0
2024-05-18,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,3562,5282,4140,269,1.1
2024-05-26,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Desi,3999,5832,5111,67,0.5
2024-06-03,Uttar Pradesh,Lucknow,Lucknow Mandi,Garlic,Hybrid,3901,5300,4669,257,45.5
